1		2		3		4		5
-242.0		-121.0		-494.0		32		-29
1026.0		-231.0		-1916.0		29		2
-87.0		295.0		-2048.0		-26		1
50.0		215.0		-1025.0		5		1
620.0		102.0		-1726.0		-20		-5
514.0		194.0		-1860.0		-60		14
-704.0		314.0		495.0		-9		-9
-574.0		-472.0		-795.0		57		24
-559.0		-169.0		-529.0		57		25
-951.0		-260.0		-793.0		16		10
238.0		30.0		-1644.0		-75		36
-307.0		-180.0		-265.0		28		-25
-505.0		-134.0		-1221.0		7		29
497.0		-37.0		-571.0		22		0
508.0		181.0		-1728.0		-19		4
98.0		233.0		-1766.0		-12		-4
-87.0		-541.0		646.0		17		3
-223.0		104.0		864.0		-18		3
-16.0		143.0		-2048.0		7		-10
-788.0		194.0		508.0		16		-14
-30.0		352.0		441.0		24		5
907.0		368.0		-2048.0		-39		4
831.0		117.0		-1207.0		0		2
873.0		-151.0		-1929.0		6		-12
729.0		-44.0		-1952.0		-9		-9
-194.0		332.0		158.0		0		-14
387.0		-108.0		-1266.0		9		2
547.0		176.0		-1204.0		-7		-32
-942.0		290.0		-179.0		15		-9
-479.0		245.0		260.0		5		-51
481.0		-215.0		-1661.0		-10		62
-563.0		-134.0		-1726.0		27		-4
-664.0		349.0		393.0		6		-5
-699.0		150.0		-367.0		21		-7
-222.0		-205.0		-1888.0		-14		-31
408.0		249.0		-1475.0		-4		0
-622.0		19.0		-572.0		35		7
-108.0		-65.0		-1658.0		-19		-2
1008.0		141.0		-2048.0		-16		-36
483.0		111.0		-77.0		-33		-13
20.0		-42.0		33.0		6		-46
-45.0		102.0		-1499.0		-31		-27
195.0		224.0		-1724.0		-34		38
187.0		138.0		-2048.0		-48		2
729.0		-203.0		-1928.0		3		39
-400.0		-7.0		-1910.0		23		-2
-366.0		46.0		-104.0		27		23
9.0		-161.0		-721.0		3		4
174.0		-258.0		-808.0		8		6
-323.0		-341.0		-697.0		30		16
-233.0		-241.0		-674.0		-12		10
674.0		295.0		-1908.0		-43		4
815.0		406.0		-2048.0		-14		3
-3.0		83.0		-2036.0		-45		-27
-377.0		-155.0		-287.0		48		20
-235.0		-68.0		90.0		-2		5
-132.0		-267.0		487.0		44		-21
-1031.0		-83.0		-693.0		37		10
-293.0		-224.0		156.0		0		2
-225.0		-141.0		414.0		12		15
706.0		403.0		-2048.0		-71		-16
1030.0		299.0		-2048.0		8		-14
-209.0		-216.0		-47.0		14		-4
-748.0		16.0		371.0		34		-14
645.0		409.0		-2048.0		90		-1
533.0		287.0		-2048.0		8		15
-379.0		-3.0		-1505.0		62		-2
582.0		-127.0		-875.0		0		-5
-55.0		391.0		-2048.0		-84		20
1147.0		130.0		-1524.0		-55		-18
606.0		530.0		-2048.0		-30		-3
437.0		-233.0		-1535.0		3		-16
332.0		436.0		-1712.0		8		2
266.0		227.0		-2034.0		-3		59
1030.0		454.0		-2000.0		-7		-4
328.0		12.0		-1594.0		54		12
203.0		74.0		-1922.0		-73		-14
405.0		271.0		-1695.0		21		14
499.0		-235.0		-672.0		-4		13
-199.0		-291.0		-870.0		70		8
-1176.0		79.0		-233.0		13		-17
-752.0		-202.0		-648.0		-32		17
-862.0		122.0		590.0		-33		-14
1182.0		439.0		-2048.0		-51		11
902.0		63.0		-2048.0		-30		2
-777.0		347.0		-1713.0		42		-3
-219.0		-401.0		-672.0		49		25
